"";"C";"M";"E:C";"E:M";"E:Im";"E:If";"Im";"If";"strat";"includeControl";"rowid";"mt";"maf";"R";"S";"V";"mtCoef";"Im.T";"If.T";"includeE";"Einteraction";"ntrios";"propE";"nControl";"effects"
"24";-0,0001147063174132;-0,212263573873795;NA;NA;-0,000578845794190208;NA;-0,000256041378366767;NA;"NS";FALSE;2;"MS";0,3;1,15;1;1;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"25";0,116339124620635;-0,119545592324977;NA;NA;NA;NA;-0,131889196084369;NA;"no $\EE$";TRUE;2;"MS";0,3;1,15;1;1;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"26";0,116768121931603;-0,120892037635331;-0,002876202321627;0,00116755174221428;0,000760327314761833;NA;-0,131562425396282;NA;"S";TRUE;2;"MS";0,3;1,15;1;1;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"27";0,116523647894441;-0,119491100307152;NA;NA;-0,00108867064299734;NA;-0,132693025042465;NA;"NS";TRUE;2;"MS";0,3;1,15;1;1;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"28";-0,0023089151608428;-0,00155329923984215;NA;NA;NA;NA;0,00552453560059019;NA;"no $\EE$";TRUE;2;"MaS";0,3;1,15;1;1;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"29";-0,00178795746553589;-0,00307273280984388;-0,00311178802162826;0,0024209403515485;0,00108683168534851;NA;0,00580147896650374;NA;"S";TRUE;2;"MaS";0,3;1,15;1;1;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"30";-0,00221839470598115;-0,00143229420404967;NA;NA;-0,00123451997628965;NA;0,00496860398332255;NA;"NS";TRUE;2;"MaS";0,3;1,15;1;1;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"31";0,00155549688002909;-0,209328583707797;NA;NA;NA;NA;0,134004341263644;NA;"no $\EE$";FALSE;3;"HWE";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"32";0,000634139952661927;-0,209088575620897;0,00385892078313965;-0,000723246332275274;-0,00212729199819843;NA;-0,0022653275291441;NA;"S";FALSE;3;"HWE";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"33";0,00184117267679307;-0,209122797301412;NA;NA;-0,000519603899545492;NA;-0,00328857819368444;NA;"NS";FALSE;3;"HWE";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"34";0,114178748870193;-0,119147864154865;NA;NA;NA;NA;-0,0110935744676197;NA;"no $\EE$";TRUE;3;"HWE";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"35";0,113302381399645;-0,121976158833039;-0,000825982621338262;0,00624904222357459;-0,00666875857790158;NA;-0,126930219101209;NA;"S";TRUE;3;"HWE";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"36";0,113827269347467;-0,119475127565654;NA;NA;-0,00155574682948112;NA;-0,129743456137815;NA;"NS";TRUE;3;"HWE";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"37";0,00167773484256317;-0,210270977631328;NA;NA;NA;NA;0,133564107236987;NA;"no $\EE$";FALSE;3;"MS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"38";0,00062920056675364;-0,211081839431109;0,00359108008645381;0,000893263667137711;-0,000805806835818768;NA;-0,00222434373381097;NA;"S";FALSE;3;"MS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"39";0,001877845765071;-0,210617534892387;NA;NA;0,00154198920545282;NA;-0,0037429533427924;NA;"NS";FALSE;3;"MS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"40";0,114371407353854;-0,11940766895799;NA;NA;NA;NA;-0,0113760188147686;NA;"no $\EE$";TRUE;3;"MS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"41";0,113599683230031;-0,122384009250945;-0,00116609387681799;0,00636734604488964;-0,00598373813946518;NA;-0,127242914756321;NA;"S";TRUE;3;"MS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"42";0,113974399439567;-0,119883194831571;NA;NA;-0,00133436498459005;NA;-0,129858957247541;NA;"NS";TRUE;3;"MS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"43";-0,00209039077870277;-0,00231323705186492;NA;NA;NA;NA;0,141274105259064;NA;"no $\EE$";TRUE;3;"MaS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"44";-0,00135111763150619;-0,00323791766867298;-0,00498716098655294;0,000205865560933161;0,0057260140572805;NA;0,00358438625845237;NA;"S";TRUE;3;"MaS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"45";-0,00227724679896757;-0,00257854617329734;NA;NA;-0,000866307993636184;NA;0,00423059159128192;NA;"NS";TRUE;3;"MaS";0,3;1;1;1,5;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"46";0,00310543713269085;-0,207492907209517;NA;NA;NA;NA;0,151621263367883;NA;"no $\EE$";FALSE;4;"HWE";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"47";0,0020910926678479;-0,208237328348428;0,00364700881371149;0,00261391075815354;-0,0111030481768501;NA;-0,0048110370021045;NA;"S";FALSE;4;"HWE";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"48";0,00323072467179464;-0,207420065709356;NA;NA;-0,00695570362306899;NA;-0,00665445544562648;NA;"NS";FALSE;4;"HWE";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"49";0,118194189930025;-0,117416661821097;NA;NA;NA;NA;0,00402390560889709;NA;"no $\EE$";TRUE;4;"HWE";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"50";0,118557162891739;-0,118800252528445;-0,00370111487076619;0,00123268251262254;0,000807966685253403;NA;-0,134728798134395;NA;"S";TRUE;4;"HWE";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"51";0,118001257746921;-0,11761596296169;NA;NA;-0,00151576213894042;NA;-0,135489734060011;NA;"NS";TRUE;4;"HWE";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"52";0,00319134168866864;-0,208179248227326;NA;NA;NA;NA;0,151056868243925;NA;"no $\EE$";FALSE;4;"MS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"53";0,00208646954288549;-0,209929577832902;0,00369239336606508;0,00469479750444335;-0,0112094169396786;NA;-0,00485717457165413;NA;"S";FALSE;4;"MS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"54";0,00329371072019735;-0,208521801303358;NA;NA;-0,00567105473758781;NA;-0,00726541123299085;NA;"NS";FALSE;4;"MS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"55";0,118339974477341;-0,117564891320953;NA;NA;NA;NA;0,00382590774608671;NA;"no $\EE$";TRUE;4;"MS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"56";0,118761373926633;-0,119156990655619;-0,00381923645769533;0,00174756560416944;0,000935396660084048;NA;-0,134883125141995;NA;"S";TRUE;4;"MS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"57";0,118114310499627;-0,117830048742689;NA;NA;-0,00118071884391086;NA;-0,135660360341649;NA;"NS";TRUE;4;"MS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"58";0,00183123034284982;-0,00125754127621058;NA;NA;NA;NA;0,158790584869082;NA;"no $\EE$";TRUE;4;"MaS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"59";0,00350596051114516;-1,95187335998437e-05;-0,00703601925790021;-0,00553198465696025;0,012010176473803;NA;-0,00520196455634381;NA;"S";TRUE;4;"MaS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"60";0,00192496069364423;-0,00110451404001299;NA;NA;-0,00136730432449023;NA;-0,00258098167610787;NA;"NS";TRUE;4;"MaS";0,3;1;1;1,6;0,85;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"61";-0,000922685239427512;0,00208714610868932;NA;NA;NA;NA;-0,00219959157668392;NA;"no $\EE$";FALSE;5;"HWE";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"62";-0,00175903523630694;0,00239667339070526;0,00240888347269852;-0,00144288461114495;-0,00200246158016848;NA;-0,00141524954941041;NA;"S";FALSE;5;"HWE";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"63";-0,000768873846104579;0,00224134110591945;NA;NA;-0,00203938897113687;NA;-0,00228201201384237;NA;"NS";FALSE;5;"HWE";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"64";-0,00233022128047644;0,0015069737708342;NA;NA;NA;NA;0,00132496636709623;NA;"no $\EE$";TRUE;5;"HWE";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"65";-0,00372449521215579;0,00199480346153558;0,00189059000206582;-0,00422037506312334;-0,0032399196632602;NA;0,00283049858147866;NA;"S";TRUE;5;"HWE";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"66";-0,00217254808096634;0,0016639945945276;NA;NA;-0,00572208921076256;NA;0,00161233926672999;NA;"NS";TRUE;5;"HWE";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"67";-0,000949437130675412;0,00212434732522038;NA;NA;NA;NA;-0,00218307501736714;NA;"no $\EE$";FALSE;5;"MS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"68";-0,00183021021699303;0,00237048645437321;0,00270075766943512;-0,00127984468433251;-0,00246471984016305;NA;-0,00133210525117988;NA;"S";FALSE;5;"MS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"69";-0,000802274706733663;0,00223812051139727;NA;NA;-0,0020652072484646;NA;-0,00223120617078032;NA;"NS";FALSE;5;"MS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"70";-0,00226058166042431;0,00159121032729614;NA;NA;NA;NA;0,00118741029007574;NA;"no $\EE$";TRUE;5;"MS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"71";-0,00365473006201522;0,00206995924100806;0,00184290182879643;-0,00417910961084333;-0,00311833490705549;NA;0,00270947623801732;NA;"S";TRUE;5;"MS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"72";-0,00210422446307634;0,00174041916564094;NA;NA;-0,00573059955996769;NA;0,00149147280707673;NA;"NS";TRUE;5;"MS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"73";-0,00119061748460192;0,000911620068365426;NA;NA;NA;NA;-0,000147912054413002;NA;"no $\EE$";TRUE;5;"MaS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"74";-0,0024481000177099;0,00139834671701755;0,00165622334107574;-0,0032433561542855;-0,00263722400232802;NA;0,00123455414430063;NA;"S";TRUE;5;"MaS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"75";-0,00115068553488284;0,00104011329598519;NA;NA;-0,00357811882918424;NA;-4,38655217503969e-05;NA;"NS";TRUE;5;"MaS";0,3;1;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"None"
"76";0,00349225005464126;0,00104780167386842;NA;NA;NA;NA;-0,0046025397578443;NA;"no $\EE$";FALSE;6;"HWE";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"77";0,00470421766482521;0,00155066656787994;-0,00325240733938681;-0,00124942804793693;0,00509115587624809;NA;-0,00630729065339097;NA;"S";FALSE;6;"HWE";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"78";0,00362847335759965;0,00116119820520577;NA;NA;0,000914344028520864;NA;-0,00536627581398363;NA;"NS";FALSE;6;"HWE";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"79";-0,00132689220432641;-0,000105500881908194;NA;NA;NA;NA;-0,000815851750632368;NA;"no $\EE$";TRUE;6;"HWE";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"80";-0,00308242667494267;-0,00352618086917222;0,00383848621008687;0,00884444294756803;-0,0142346196571455;NA;0,00403370827748817;NA;"S";TRUE;6;"HWE";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"81";-0,00123651662409878;-3,20165918690218e-05;NA;NA;-0,00195485175838128;NA;-0,00123789818826592;NA;"NS";TRUE;6;"HWE";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"82";0,00343201175812725;0,00101736705774735;NA;NA;NA;NA;-0,00447662899813794;NA;"no $\EE$";FALSE;6;"MS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"83";0,00461934674679862;0,0014659668871384;-0,00331605365130105;-0,00137064209881532;0,00533880679614507;NA;-0,00609731366544131;NA;"S";FALSE;6;"MS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"84";0,00356531893885442;0,0011059665514308;NA;NA;0,000947912597974554;NA;-0,00524402702126325;NA;"NS";FALSE;6;"MS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"85";-0,00132339846991816;-9,10413471124638e-05;NA;NA;NA;NA;-0,000801461778836998;NA;"no $\EE$";TRUE;6;"MS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"86";-0,00307863530645221;-0,00357529291643888;0,00406458506330631;0,00912322775301755;-0,0144356593416325;NA;0,00407625008895751;NA;"S";TRUE;6;"MS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"87";-0,00117724704691677;-8,9029968576293e-06;NA;NA;-0,00187981495755685;NA;-0,0013166842814798;NA;"NS";TRUE;6;"MS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"88";-0,00160672897870801;0,000611226415863531;NA;NA;NA;NA;-0,000289479417564409;NA;"no $\EE$";TRUE;6;"MaS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"89";-0,00331272751026754;-0,00260946194230138;0,00433277460648673;0,00898381425239769;-0,0138584348204098;NA;0,00437892037608179;NA;"S";TRUE;6;"MaS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"90";-0,0015252692397196;0,000656533092489253;NA;NA;-0,00248367935848037;NA;-0,000320318870049574;NA;"NS";TRUE;6;"MaS";0,3;1,15;1;1;1;1;1;TRUE;"Im";2000;0,3;1000;"$\CC$"
"91";0,00070356820188433;-0,0023774988681865;NA;NA;NA;NA;0,140657424775066;NA;"no $\EE$";FALSE;7;"HWE";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"92";0,000342964866348217;-0,00248526899086943;0,00252147008208592;0,00164424987640066;-0,00794781967876812;NA;0,00615606832224991;NA;"S";FALSE;7;"HWE";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"93";0,00120093903052831;-0,0018789259088553;NA;NA;-0,00557544194607266;NA;0,00483376178819062;NA;"NS";FALSE;7;"HWE";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"94";-5,62582947536416e-05;-0,000577271671962531;NA;NA;NA;NA;0,134541884209267;NA;"no $\EE$";TRUE;7;"HWE";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"95";0,000546905542361698;-0,000934121701977597;-0,00467296609198342;-0,00141285075267494;0,00824686740626094;NA;-0,00257667105245618;NA;"S";TRUE;7;"HWE";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"96";2,51309597290028e-05;-0,000493223510292129;NA;NA;0,00221198771604462;NA;-0,00248916580221581;NA;"NS";TRUE;7;"HWE";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"97";0,000700229107053474;-0,00238605526095603;NA;NA;NA;NA;0,140768714133068;NA;"no $\EE$";FALSE;7;"MS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"98";0,000371062001358613;-0,00243039103622922;0,00252001396709556;0,00133459216076015;-0,00704008014408745;NA;0,00607884334084319;NA;"S";FALSE;7;"MS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"99";0,00118235429665492;-0,0020158808802988;NA;NA;-0,005280525023589;NA;0,00495140158716101;NA;"NS";FALSE;7;"MS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"100";-6,66060383710532e-05;-0,000590152625114082;NA;NA;NA;NA;0,13464998700209;NA;"no $\EE$";TRUE;7;"MS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"101";0,000551862641542611;-0,0009450494585167;-0,00447241933018694;-0,0012203855805244;0,00809238353521705;NA;-0,00249785642407696;NA;"S";TRUE;7;"MS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"102";0,000102340207368545;-0,000463484892832433;NA;NA;0,00226307096004759;NA;-0,00256989395675478;NA;"NS";TRUE;7;"MS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"103";0,000650322127352387;-0,00095305698789605;NA;NA;NA;NA;0,13372638708223;NA;"no $\EE$";TRUE;7;"MaS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"104";0,00134157871757679;-0,00121455363603573;-0,00438105901552754;-0,000777329748703148;0,00862255773921886;NA;-0,00339670703399364;NA;"S";TRUE;7;"MaS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"105";0,000713472178952346;-0,000961792252902605;NA;NA;0,0024580936564235;NA;-0,00293107475748311;NA;"NS";TRUE;7;"MaS";0,3;1;1;1,5;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"106";-0,00165220189371695;-0,000664172754582415;NA;NA;NA;NA;0,163103333094637;NA;"no $\EE$";FALSE;8;"HWE";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"107";-0,00225129513219313;-0,00320500199188789;0,00270198186714432;0,00932880846375217;-0,0117934923522657;NA;0,0064117381360842;NA;"S";FALSE;8;"HWE";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"108";-0,00142418926180887;-0,000438007411804664;NA;NA;-0,00341259113268211;NA;0,0034207996477289;NA;"NS";FALSE;8;"HWE";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"109";-0,00347795952679686;-0,00198098309981254;NA;NA;NA;NA;0,164070456121525;NA;"no $\EE$";TRUE;8;"HWE";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"110";-0,00449688217325395;-0,00117023330070909;0,00049167430356567;-0,00562613828382719;0,00241980450102111;NA;0,00434506645316746;NA;"S";TRUE;8;"HWE";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"111";-0,00352126587157742;-0,00202018365606527;NA;NA;-0,00260254743613714;NA;0,00416212961452023;NA;"NS";TRUE;8;"HWE";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"112";-0,0015750514058972;-0,000526946063546418;NA;NA;NA;NA;0,162909927087914;NA;"no $\EE$";FALSE;8;"MS";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"113";-0,00214496081828719;-0,00308057297615738;0,00258180614379033;0,0100428533107235;-0,0116283740868708;NA;0,00621171627548645;NA;"S";FALSE;8;"MS";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"114";-0,00131446422366632;-0,000197659680658324;NA;NA;-0,00338898472855509;NA;0,00313426606171063;NA;"NS";FALSE;8;"MS";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
"115";-0,00344547385280203;-0,0018348905155291;NA;NA;NA;NA;0,163947360977199;NA;"no $\EE$";TRUE;8;"MS";0,3;1;1;1,6;1;1;1;TRUE;"Im";2000;0,3;1000;"$\EE:I_{\MM}$"
